productInfo_productId,productInfo_productName,productInfo_productDesc,productInfo_companyName,productInfo_productLogo,productInfo_certType,productInfo_cerTypeName,productInfo_fromType,productInfo_fromTypeList,productInfo_fromTypeListName,productInfo_fromTypeStr,productInfo_fromTypeOther,productInfo_appSceneType,productInfo_appSceneTypeOther,productInfo_appSceneTypeList,productInfo_appSceneTypeListName,productInfo_appSceneTypeStr,productInfo_appSceneDetail,productInfo_businessType,productInfo_businessTypeList,productInfo_businessTypeListName,productInfo_businessTypeStr,productInfo_businessTypeOther,productInfo_registerType,productInfo_registerTypeName,productInfo_registerTime,productInfo_outStartTime,productInfo_outEndTime,productInfo_certTime,productInfo_certId,productInfo_certStartTime,productInfo_certEndTime,productInfo_createTime,productInfo_updateTime,productInfo_certNum,productInfo_productOnShelves,productInfo_productOnShelvesTime,productDetail_productId,productDetail_productType,productDetail_productTypeName,productDetail_productTypeOther,productDetail_payType,productDetail_payTypeName,productDetail_datasetFields,productDetail_datasetFieldsList,productDetail_datasetSample,productDetail_datasetSampleList,productDetail_apiUrl,productDetail_apiRequestType,productDetail_apiRequestTypeName,productDetail_apiResponseType,productDetail_apiResponseTypeName,productDetail_apiMarkFile,productDetail_appPayType,productDetail_appPayTypeName,productDetail_serviceType,productDetail_serviceTypeName,productDetail_sumPayTypeName
DC202412231755323270,数据资产价值评估产品,数据资产价值评估产品，为实现对数据的资产风险进行全面评估，共计分为七大模块，分别为数据集成与导入、数资评估对象管理、数资评估任务管理、数据质量评估、数据模型管理、数资评估报告、系统管理。对各个数据的质量风险指标、技术风险指标、模型风险指标和数据泄露风险指标进行量化，并赋予相应的权，将各个风险指标的量化值进行加权求和，得到数据价值实现的风险系数，再通过成本法、收益法、市场法等对数据资产价值进行评估。,内蒙古电力（集团）有限责任公司数字研究分公司,7425b9e77b3a47859c087e403b0faef0,1,数据资源持有权,"[""b""]",['b'],['其他'],"其他,自行生产",自行生产,"[""1"", ""2""]",,"['1', '2']","['金融', '营销']",金融、营销,在企业数据流通合作过程中需要开展数据资产价值评估，在对数据资产价值评估过程中，数据效用是影响数据价值实现因素的集合，用于修正数据资产成本投资回报率，而数据的资产风险对数据效用产生影响，若缺乏对数据的资产风险的评估，长此以往，不利于企业数据产业生态的发展，也不能最大限度的保护企业合法权益，在数字经济规模愈来愈大之际，数据资产交易会愈发频繁，因此，数据资产价值评估产品有所应用。,"[""4""]",['4'],['其他'],"其他,",,2,已发证,2024-12-23 17:55:32,2024-12-23 17:55:32,2024-12-30 00:00:00,2024-12-30 00:00:00,c2dc1ce0ee3441c68e47e5f3d995ba68,2024-12-30 00:00:00,2025-12-30 00:00:00,2024-12-23 17:55:32,2024-12-30 00:00:00,CERT202412300000000060,1,2025-01-24 15:14:22,DC202412231755323270,1,数据产品,,2,API接口,[],[],,,,,,,,,1,SAAS,1,数据服务,API接口
DC202411201109430380,北斗授时服务,    北斗授时服务是指由专门机构提供标准时间的服务，这些机构通过精确的时钟设备，按照国际或国家确定的时间标准，向社会各界提供准确时间信息。从守时、授时、法定溯源、定制化解决方案形成服务闭环，依托GNSS、5G空口、NTP、PTP等传递手段，为客户提供不同精度授时，法定溯源、可信时间戳等授时服务。,中国移动通信集团内蒙古有限公司,7a2c8858251145a49783dee524ca39a0,1,数据资源持有权,"[""1""]",['1'],['运营商'],运营商,,"[""2"", ""1""]",,"['2', '1']","['营销', '金融']",营销、金融,"1、可信时间戳：时间戳服务是一款基于PKI技术对外提供精确可信的时间戳服务。该项能力广泛应用于网上交易、电子签名等信息化系统中。
2、时间同步：在电力、交通、金融、医疗等行业，保持各系统时间一致，是数字化建设的前提。上研院联合时间同步设备厂商，联手打造了，“端＋平台”的行业规范。
3、单北斗授时：构建高精度的时间标准，使得接入终端可实现全球时间同步和统一；基于PPP技术实现广域高精度的时间传递，播发对应时间改正数，实现纳秒级授时，以满足国家单北斗战略要求。","[""3""]",['3'],['互联网企业'],互联网企业,,2,已发证,2024-11-21 14:58:06,2024-11-21 14:58:06,2024-11-28 00:00:00,2024-11-28 00:06:39,ab161849c1814c86aa643396844a98ab,2024-11-28 00:06:39,2025-11-28 00:06:39,2024-11-20 11:09:43,2024-11-28 00:06:39,CERT202411280006398390,1,2025-01-07 10:24:51,DC202411201109430380,3,数据服务,,1,脱敏数据集,[],[],,,,,,,,,1,SAAS,1,数据服务,数据服务
DC202411181057053370,腾讯云专属可用区CDZ,    专属可用区（CDZ）为部署在用户指定机房，由用户独享全部资源的可用区。用户可在专属可用区内购买计算、存储、数据库等高可用资源，并具备与腾讯云常规可用区完全一致的操作体验。专属可用区还为用户提供软硬一体交付和运维服务，助力用户快速搭建安全可靠的专属云。,腾讯云计算（北京）有限责任公司,a9d601b7ffe24e6f9757442cbd64ddc2,1,数据资源持有权,"[""b""]",['b'],['其他'],"其他,自研",自研,"[""2"", ""1""]",,"['2', '1']","['营销', '金融']",营销、金融,"1、构建行业云或本地化的专属云：适用于搭建行业云或本地化的专属云，并且期望腾讯侧提供建设和运维能力的用户。可借助专属可用区，以较少的人力投入快速搭建其行业云或本地化的专属云，并且享有与云上统一的监控运维能力。
2、搭建 PaaS 或 SaaS 平台：适用于应用软件厂家，期望借助公有云搭建独有的 PaaS 或 SaaS 平台。例如，AI 平台、ERP 平台、CRM 平台等。可借助腾讯云标准基础建设及云上管控运维能力，以较少的人力投入快速搭建其业务平台。
3、边缘计算：适用于对时延要求较高的用户，满足其就近部署公有云资源的需求。通过专属可用区进一步扩展边缘覆盖，为时延要求严格的应用提供就近边缘计算，可用于提供高质量的 AR/VR/MR 体验。","[""3"", ""2""]","['3', '2']","['互联网企业', '金融机构']",互联网企业、金融机构,,2,已发证,2024-11-21 14:57:28,2024-11-21 14:57:28,2024-11-28 00:00:00,2024-11-28 00:05:20,be3e60bc069a46a7b6f0c80ef13e002b,2024-11-28 00:05:20,2025-11-28 00:05:20,2024-11-18 10:57:05,2024-11-28 00:05:20,CERT202411280005205370,1,2025-01-07 10:24:30,DC202411181057053370,3,数据服务,,1,脱敏数据集,[],[],,,,,,,,,1,SAAS,4,算法服务,算法服务
DC202411131442599930,腾讯专有云企业版TCE,    腾讯专有云（Tencent Cloud Enterprise，以下简称TCE专有云）是基于腾讯公有云的成熟技术体系推出的私有化版本，不仅与腾讯公有云具备相同的技术架构，而且还蕴含了腾讯公有云多年大规模稳定运营的最佳实践和设计理念在内。TCE专有云作为新一代的云平台解决方案，在管理数据中心物理资源和虚拟资源的同时，也提供了智能调度和面向未来应用的多样性云服务，是一款在云原生时代满足企业客户数字化转型所需的全栈智能云解决方案。目前TCE专有云已经在金融、零售、政务、政法、交通、出行、广电、地产、制造等众多行业取得大量成功落地案例，在业界获得了广泛的认可。,腾讯云计算（北京）有限责任公司,138d75a0d378496a836ce5f48d97b23b,1,数据资源持有权,"[""b""]",['b'],['其他'],"其他,自研",自研,"[""1"", ""2"", ""3"", ""6""]",,"['1', '2', '3', '6']","['金融', '营销', '能源', '政务']",金融、营销、能源、政务,"1.私有云：将与腾讯公有云同构的技术栈完全私有化部署于用户网络内部，可提供定制化的全栈云能力，同时满足业务创新、生态搭建与监管合规的要求。
2.混合云：将不同业务应用、不同组件或不同类型数据，分别部署存储于公有云和腾讯专有云TCE，可同时兼顾公有云强大的资源弹性能力，和私有云的安全合规性。
3.分布式云：用户在数据中心建设私有云的同时，在边缘部署边缘云，以实现云端算力与应用，和边缘算力与应用的协同。
    政企用户依托与公有云同构的专有云平台，利用其完备的技术栈、强大的运营能力及丰富的应用生态，向社会输出数字化转型能力。","[""2"", ""3"", ""1""]","['2', '3', '1']","['金融机构', '互联网企业', '政府部门']",金融机构、互联网企业、政府部门,,2,已发证,2024-11-21 14:57:10,2024-11-21 14:57:10,2024-11-28 00:00:00,2024-11-28 00:04:56,23a9ca96a26a4eaa94a6853646fac3da,2024-11-28 00:04:56,2025-11-28 00:04:56,2024-11-13 14:42:59,2024-11-28 00:04:56,CERT202411280004568590,1,2025-01-07 10:24:24,DC202411131442599930,3,数据服务,,1,脱敏数据集,[],[],,,,,,,,,1,SAAS,4,算法服务,算法服务
DC202411071420299290,资产全生命周期管理,    资产全生命周期管理产品是利用中国铁塔资产全生命周期管理建立一物一码（资产唯一“数字身份证”）机制，引入RFID电子标签，通过“源头赋码、全程扫码”，贯穿资产全过程，针对资产履历不易追溯、上游信息无法带入、线上线下账实不符、系统数据标准不一、员工操作不规范等普遍存在的资产管理面临的痛点问题，实现对资产精益化、数智化管理，弥补流程管理盲区，有效规避资产流失风险。,中国铁塔股份有限公司呼和浩特市分公司,51042e030454470abd9f8c69514cdb88,1,数据资源持有权,"[""b""]",['b'],['其他'],"其他,自研",自研,"[""2"", ""1""]",,"['2', '1']","['营销', '金融']",营销、金融,"1、面向资产管理型企业——提供端到端一站式产品，资产全生命周期管理
物资采购：采购管理、订单管理、结算管理、物料管理
物资管理：入库管理、出库管理、物资盘点
项目管理：项目安全管理、项目质量管理、灵活可配置。
资产管理：资产形成、资产运营、资产退出。
2、面向聚焦某个业务场景的企业——按需提供组合产品
供应链管理：包含供应商全生命周期管理、寻源到采购、采购到结算等内容。
工程项目管理：包含项目立项、设计、施工现场管理、服务/物资管理、验收、决算等内容。
资源资产管理：包含资源资产调拨、闲置、鉴定、报废以及站址的全生命周期管理等内容。
3、面向聚焦某个业务能力的企业——提供原子产品
采购管理：涵盖供应商、采购、订单、结算等内容。
仓储管理：涵盖物资入库、出库、库存、盘点等内容。
项目管理：涵盖项目管理和施工管理等内容。
资产管理：涵盖资源资产管理和站址管理等内容。","[""3"", ""2""]","['3', '2']","['互联网企业', '金融机构']",互联网企业、金融机构,,2,已发证,2024-11-07 14:20:29,2024-11-07 14:20:29,2024-11-14 00:00:00,2024-11-14 00:00:23,bbf49b7bd06a46228e5d5a659701dd5a,2024-11-14 00:00:23,2025-11-14 00:00:23,2024-11-07 14:20:29,2024-11-14 00:00:23,CERT202411140000234730,1,2025-01-07 10:22:52,DC202411071420299290,3,数据服务,,3,数据报告,[],[],,,,,,,,,1,SAAS,4,算法服务,算法服务
DC202411071407179980,移动云-云空间产品,"    移动云云空间是基于移动云强大的云端数据存储及管理能力，以企业协作管理场景为入口，汇聚海量优质应用，面向全行业用户提供的一站式企业应用聚合平台。
    移动云云空间提供手机APP、电脑PC端、WEB端等全面的端口覆盖，支持用户多端登录、同步使用。
产品优势：内嵌办公软件服务、兼具网盘+打卡软件的所有功能、最大空间2000T。",中国移动通信集团内蒙古有限公司呼和浩特分公司,45c77ab7c68b4ca9b69cb72f828d106c,1,数据资源持有权,"[""1""]",['1'],['运营商'],运营商,,"[""2"", ""1""]",,"['2', '1']","['营销', '金融']",营销、金融,"1、企业组织管理：云空间通过统一通讯录，搭建组织管理基础，为企业提供员工管理的抓手；支持企业组织结构的集中维护、快速检索，并与本地通讯录相结合；
    具备人力管理及数据上报流程，支持企业针对员工全生命周期进行信息维护。
2、企业网盘：基于移动云对象存储服务，为用户提供统一的文件存储能力，让数据实现跨应用多端共享；
    提供专业的企业网盘服务，支持细粒度文档权限控制，个人盘、群组盘、企业盘相互补充，覆盖文档处理全场景。
3、IM沟通工具：云空间覆盖IM沟通全量场景，支持跨组织/跨部门沟通，支持多种聊天形式，能够通过密聊保证企业商业数据安全性；
    满足企业远程沟通的线上会议需求，支持电话/视频多种形式，支持手机/PC多设备端接入，共享高清桌面、在线文档，高清流畅、便捷易用、安全可靠，让用户随时随地高效开会。","[""3""]",['3'],['互联网企业'],互联网企业,,2,已发证,2024-11-07 14:07:18,2024-11-07 14:07:18,2024-11-14 00:00:00,2024-11-14 00:00:00,811fb07c61d44e6da3b7cbb00ed22708,2024-11-14 00:00:00,2025-11-14 00:00:00,2024-11-07 14:07:18,2024-11-14 00:00:00,CERT202411140000000060,1,2025-01-07 10:22:47,DC202411071407179980,3,数据服务,,3,数据报告,[],[],,,,,,,,,1,SAAS,4,算法服务,算法服务
DC202411051543251000,人工智能大模型实验箱,"    华迈数字推出的人工智能大模型实验箱是国内首款教育大模型综合实验平台,是国产软硬件一体化的私有专属大模型解决方案,开箱即可使用,提供从底层算力、AI框架、训练算法、推理能力、应用成效等全栈AI能力。搭载自研多模型加载引擎,实现训练加速,多场景应用,提供专业的行业训练场景,能够让低门槛的学生学习大模型相关场景技术开发。",华迈数字（内蒙古）技术有限公司,f2a355a212cd49e9a4b788296bb1cc29,1,数据资源持有权,"[""b""]",['b'],['其他'],"其他,自研",自研,"[""8"", ""1"", ""2""]",,"['8', '1', '2']","['舆情', '金融', '营销']",舆情、金融、营销,"（1）平台架构：阿凡达人工智能大模型综合实验平台有着基础模型能力赋能,提供低门槛的学科训练场景,帮助学生掌握垂直领域的大模型技术,进而覆盖新一代信息技术专业群,建立各学科各专业具有持续生命力的人工智能大模型,实现科研课题、教学教研、课程培养的全面智能化。
（2）语言大模型：基于语言大模型,支持加载或创建不同的人设或角色,并赋予各种属性和特征,可以让模型根据不同的人设或角色来生成不同风格和内容的文本。支持使用语音合成扩展功能。在聊天模式下使用时,会用音频小部件替换机器人的回复,并支持在聊天模式下使用麦克风输入内容。
（3）图文大模型：基于图片大模型,支持生成具有中国元素的图片。基于具有中国文化内核的大模型,阿凡达大模型综合实验平台采用2000万高质量图文对训练、生成图像，支持输入中文,生成图片。支持多种图片大模型测试、支持中文生成图片、图生图功能、图像质量修复、大模型合并、大模型训练微调、插件功能扩展。
（4）数字人大模型：基于数字人大模型,只要提供一张图片和声音,就能实现一个会说话的数字人。同时,支持对数字人模型进行训练微调。
（5）音乐大模型：基于音乐大模型,可以通过给它提供你希望创作的音乐的文本描述,或者可供参考的音频内容即可生成一个用户所需时长的音乐样本。该音乐模型的训练来自20,000小时的音乐数据。支持对模型生成的音乐时长、Top-k、Top-p、Temperature等参数进行设置调整。
（6）机器人控制大模型：基于机器人控制大模型,可对机器人实现指令控制和语音对话,实现硬件与大模型技术的联动,还可完成更多个性化控制。
（7）法律大模型：通过使用法律大模型,可以训练出自己的法律数字人,形成个人数字足迹,可在法律研究和信息检索、法律意见书撰写、起诉状文书撰写方面提高效率和准确性,把更多时间花在思考法理问题上,协助工作,提高生产力。
（8）应用实例：可实现法律案件的审理分析,提供建议,也支持模型训练,实现更符合个人用户的案件分析结果。同时也可自主上传数据文件,无需模型训练，即可直接通过法律大模型实现知识点学习。","[""3""]",['3'],['互联网企业'],互联网企业,,2,已发证,2024-11-05 15:43:25,2024-11-05 15:43:25,2024-11-12 00:00:00,2024-11-12 00:03:00,f25c12ea56a74a9c92f085271cb5879b,2024-11-12 00:03:00,2025-11-12 00:03:00,2024-11-05 15:43:25,2024-11-12 00:03:00,CERT202411120003009320,1,2025-01-07 10:22:39,DC202411051543251000,3,数据服务,,1,脱敏数据集,[],[],,,,,,,,,1,SAAS,4,算法服务,算法服务
DC202411051530520630,中国电子云智算平台（CECSTACK智算云平台）,    中国电子云智算平台是中国电子自主研发的云计算产品。该平台采用“一云多智芯”架构，实现了算力、数据、先进存储和安全的深度融合。CECSTACK智算云平台基于云原生理念设计，能够实现多元异构算力的统一管理和调度。平台广泛兼容国际和国内不同体系架构的CPU/GPU芯片，提供通用计算、智能计算和高性能计算等类型的一体化算力服务。该平台不仅提供基本的云计算服务，还针对特定行业需求提供定制化服务。,中电云计算技术有限公司,8dcabe32193e452ebef831da55ab3c57,1,数据资源持有权,"[""b""]",['b'],['其他'],"其他,自研",自研,"[""3"", ""1"", ""6"", ""9"", ""a""]",,"['3', '1', '6', '9', 'a']","['能源', '金融', '政务', '医疗', '教育']",能源、金融、政务、医疗、教育,"1、中国电子云智算平台应用于政府、公共服务机构、大型集团企业，支持这些机构的数字化转型和智能化升级。中国电子云已累计建设超过5300P的先进智算算力，相当于265万台高性能电脑的算力总和。这种强大的算力支撑能够为大模型相关企业提供高性能智能算力、大容量高速存储以及高带宽、低延迟的网络支持。
2、CECSTACK V5一体化算力平台特别强调安全性，基于应用商店为应用和AI模型提供全生命周期安全防护，确保业务分发的可信、安全、合规。","[""1"", ""2"", ""3""]","['1', '2', '3']","['政府部门', '金融机构', '互联网企业']",政府部门、金融机构、互联网企业,,2,已发证,2024-11-05 15:30:52,2024-11-05 15:30:52,2024-11-12 00:00:00,2024-11-12 00:00:22,f0d9ba08f8ba4cb5bb25b8dda2e3378e,2024-11-12 00:00:22,2025-11-12 00:00:22,2024-11-05 15:30:52,2024-11-12 00:00:22,CERT202411120000228320,1,2025-01-07 10:22:37,DC202411051530520630,3,数据服务,,1,脱敏数据集,[],[],,,,,,,,,1,SAAS,4,算法服务,算法服务
DC202411011140146730,数治科技海关数据,"1、企业海关评级备案信息：通过企业名称或海关注册代码实时返回海关备案登记的28个信息字段。API接口调用或数据表交付。
2、企业海关贸易统计数据：通过商品编码提供基于企业的贸易统计数据，海关企业名称，贸易国家，贸易方式，金额等。数据表交付。
3、商品海关宏观统计数据：通过商品编码，查询该商品的进出口贸易国家，企业所在地省份、贸易方式、数量、金额、均价信息、数据表交付。
4、企业报关数据订阅：通过企业授权，提供企业进出口报关单、舱单、税单、收付汇等数据。客户端下载、数据表线下交付、API传输。
5、中国企业出口退税数据接口：提供中国出口企业实际退税情况。API接口调用。
6、全球海外国家进出口海关数据：提供海外国家与全球国家的进出口货物贸易数据。数据表交付。",北京数治科技有限公司,2d78577f967f415e96bef0cc81317e01,1,数据资源持有权,"[""b""]",['b'],['其他'],"其他,自研",自研,"[""6"", ""1""]",,"['6', '1']","['政务', '金融']",政务、金融,"1、辅助金融征信行业进行国际贸易企业业主身份识别，信用等级分类、获客营销、或金融风控等场景。
2、辅助咨询公司、贸易公司市场行业分析，或助力金融征信授信风控模型参考。
3、支撑咨询行业报告或者贸易公司市场分析等。
4、助力进出口企业数据资产运营、市场分析、战略布局等；为金融机构、征信公司提供企业贸易数据，帮助其营销获客、授信、风控等。
5、助力金融、银行、征信机构、科技公司通过数据镜像了解中国进出口企业与全球不同国家之间的贸易情况，为企业授信风控模型做参考。","[""1"", ""2""]","['1', '2']","['政府部门', '金融机构']",政府部门、金融机构,,2,已发证,2024-11-01 11:40:14,2024-11-01 11:40:14,2024-11-08 00:00:00,2024-11-08 00:03:00,3ebaab58146d497489150b93fcc7860f,2024-11-08 00:03:00,2025-11-08 00:03:00,2024-11-01 11:40:14,2024-11-08 00:03:00,CERT202411080003008960,1,2025-01-07 10:22:17,DC202411011140146730,3,数据服务,,2,API接口,[],[],,,,,,,,,1,SAAS,1,数据服务,数据服务
DC202410311718458610,家庭智慧牧场,"    智慧牧业项目加快无人化智慧养殖牧场向乡村延伸，促进畜牧业高质量发展稳步推进本地农牧发展，推进乡村振兴和数字乡村战略搭建良好的信息经济产业基础、服务体系和数字生态环境。基于物联网、大数据技术的智能统计分析软件终端，对饲喂、防疫、粪污处理等关键环节设施设备升级改造，以专业、规范、系统的流程操作建立绿色饲养环境，优化舍饲养殖，转变现有依赖传统放牧形式的养殖方式，做到""少养优养精养""，进一步增强草场永续利用，实现畜牧业绿色发展。",内蒙古牧途信息技术有限公司,3e63f136e3ea4edbad67f7a5e3fad8b7,1,数据资源持有权,"[""b""]",['b'],['其他'],"其他,自研",自研,"[""b"", ""1""]",农牧业,"['b', '1']","['其他', '金融']","其他,农牧业、金融","    数据来源自家庭牧场，具备最小的数据信息单元，通过数据采集、数据ETL、数据发布及监管，解决了数据抓取难的难题，同时蒙汉双语种的技术应用保证了数据的准确和对牧户的全覆盖。实现了牲畜从繁育、生长、防疫诊疗到屠宰或病死的全生命周期的数据信息抓取，提供了精准化生产、可视化管理、智能化决策分析等数据支撑。在帮助农牧民减负增效的同时，也助力政府部门精准决策、科学管理，同时为保护生态环境，实现草畜平衡提供了有力抓手。
    基于家庭智慧牧场、动物防疫管理平台、谱系档案管理和活畜电商产生的各类数据资源，对于饲草料种植、畜产品加工、活畜交易、金融保险和环保等行业领域兼具广泛的参考和应用价值，实现了从育种到生产、防疫再到屠宰、销售端的全产业链可监管、可追溯，通过数据共享和资源整合，构建了全产业链数字技术集成方案及可持续发展机制，促进了产业链上下游企业的协同发展，形成了优势互补、互利共赢的产业生态。
    智能化的环境监控系统，为牛羊提供了健康舒适的生长环境，家庭智慧牧场的普及可为每个旗县每年减少草原过载30-40万羊单位。智能化的饲喂和精料存储系统，精准控制饲料投放，可为牧户节省10%的饲喂成本，实现了少养精养，促进草畜平衡绿色发展。家庭智慧牧场管理平台和手机APP远程控制系统帮助牧户实现了10-15天无人牧场管理，节约了87.5%的劳动力，缓解了牧区劳动力不足和人口老龄化问题。部署在旗县的数据综合管理平台，提高了政府监管部门的工作效率，如巴林右旗动物防疫综合服务平台的应用节约了2%的疫苗浪费，实现了无纸化办公，入户开展防疫员从之前2人变为1人，并节约了10天的报表统计工作量。谱系档案管理和育种平台大大提高了良种繁育效益，结合活畜交易平台公开透明的交易数据，实现优质优价，促进当地居民脱贫增收、社会稳定和民族团结进步。","[""1"", ""2""]","['1', '2']","['政府部门', '金融机构']",政府部门、金融机构,,2,已发证,2024-10-31 17:18:45,2024-10-31 17:18:45,2024-11-07 00:00:00,2024-11-07 00:05:20,9e247a3f276d48668706d24e1f010619,2024-11-07 00:05:20,2025-11-07 00:05:20,2024-10-31 17:18:45,2024-11-07 00:05:20,CERT202411070005207990,1,2025-01-07 10:22:13,DC202410311718458610,2,数据应用,,1,脱敏数据集,[],[],,,,,,,,,1,SAAS,1,数据服务,SAAS
